distance_usd,secs_remaining,p_cross,n,session
640,180,0.0,10800,NY_CLOSE
645,180,0.0,10800,NY_CLOSE
650,180,0.0,10800,NY_CLOSE
655,180,0.0,10800,NY_CLOSE
660,180,0.0,10800,NY_CLOSE
665,180,0.0,10800,NY_CLOSE
670,180,0.0,10800,NY_CLOSE
675,180,0.0,10800,NY_CLOSE
680,180,0.0,10800,NY_CLOSE
685,180,0.0,10800,NY_CLOSE
690,180,0.0,10800,NY_CLOSE
695,180,0.0,10800,NY_CLOSE
700,180,0.0,10800,NY_CLOSE
705,180,0.0,10800,NY_CLOSE
710,180,0.0,10800,NY_CLOSE
715,180,0.0,10800,NY_CLOSE
720,180,0.0,10800,NY_CLOSE
725,180,0.0,10800,NY_CLOSE
730,180,0.0,10800,NY_CLOSE
735,180,0.0,10800,NY_CLOSE
740,180,0.0,10800,NY_CLOSE
745,180,0.0,10800,NY_CLOSE
750,180,0.0,10800,NY_CLOSE
755,180,0.0,10800,NY_CLOSE
760,180,0.0,10800,NY_CLOSE
765,180,0.0,10800,NY_CLOSE
770,180,0.0,10800,NY_CLOSE
775,180,0.0,10800,NY_CLOSE
780,180,0.0,10800,NY_CLOSE
785,180,0.0,10800,NY_CLOSE
790,180,0.0,10800,NY_CLOSE
795,180,0.0,10800,NY_CLOSE
800,180,0.0,10800,NY_CLOSE
805,180,0.0,10800,NY_CLOSE
810,180,0.0,10800,NY_CLOSE
815,180,0.0,10800,NY_CLOSE
820,180,0.0,10800,NY_CLOSE
825,180,0.0,10800,NY_CLOSE
830,180,0.0,10800,NY_CLOSE
835,180,0.0,10800,NY_CLOSE
840,180,0.0,10800,NY_CLOSE
845,180,0.0,10800,NY_CLOSE
850,180,0.0,10800,NY_CLOSE
855,180,0.0,10800,NY_CLOSE
860,180,0.0,10800,NY_CLOSE
865,180,0.0,10800,NY_CLOSE
870,180,0.0,10800,NY_CLOSE
875,180,0.0,10800,NY_CLOSE
880,180,0.0,10800,NY_CLOSE
885,180,0.0,10800,NY_CLOSE
890,180,0.0,10800,NY_CLOSE
895,180,0.0,10800,NY_CLOSE
900,180,0.0,10800,NY_CLOSE
905,180,0.0,10800,NY_CLOSE
910,180,0.0,10800,NY_CLOSE
915,180,0.0,10800,NY_CLOSE
920,180,0.0,10800,NY_CLOSE
925,180,0.0,10800,NY_CLOSE
930,180,0.0,10800,NY_CLOSE
935,180,0.0,10800,NY_CLOSE
940,180,0.0,10800,NY_CLOSE
945,180,0.0,10800,NY_CLOSE
950,180,0.0,10800,NY_CLOSE
955,180,0.0,10800,NY_CLOSE
960,180,0.0,10800,NY_CLOSE
965,180,0.0,10800,NY_CLOSE
970,180,0.0,10800,NY_CLOSE
975,180,0.0,10800,NY_CLOSE
980,180,0.0,10800,NY_CLOSE
985,180,0.0,10800,NY_CLOSE
990,180,0.0,10800,NY_CLOSE
995,180,0.0,10800,NY_CLOSE
1000,180,0.0,10800,NY_CLOSE
1005,180,0.0,10800,NY_CLOSE
1010,180,0.0,10800,NY_CLOSE
1015,180,0.0,10800,NY_CLOSE
1020,180,0.0,10800,NY_CLOSE
1025,180,0.0,10800,NY_CLOSE
1030,180,0.0,10800,NY_CLOSE
1035,180,0.0,10800,NY_CLOSE
1040,180,0.0,10800,NY_CLOSE
1045,180,0.0,10800,NY_CLOSE
1050,180,0.0,10800,NY_CLOSE
1055,180,0.0,10800,NY_CLOSE
1060,180,0.0,10800,NY_CLOSE
1065,180,0.0,10800,NY_CLOSE
1070,180,0.0,10800,NY_CLOSE
1075,180,0.0,10800,NY_CLOSE
1080,180,0.0,10800,NY_CLOSE
1085,180,0.0,10800,NY_CLOSE
1090,180,0.0,10800,NY_CLOSE
1095,180,0.0,10800,NY_CLOSE
1100,180,0.0,10800,NY_CLOSE
1105,180,0.0,10800,NY_CLOSE
1110,180,0.0,10800,NY_CLOSE
1115,180,0.0,10800,NY_CLOSE
1120,180,0.0,10800,NY_CLOSE
1125,180,0.0,10800,NY_CLOSE
1130,180,0.0,10800,NY_CLOSE
1135,180,0.0,10800,NY_CLOSE
1140,180,0.0,10800,NY_CLOSE
1145,180,0.0,10800,NY_CLOSE
1150,180,0.0,10800,NY_CLOSE
1155,180,0.0,10800,NY_CLOSE
1160,180,0.0,10800,NY_CLOSE
1165,180,0.0,10800,NY_CLOSE
1170,180,0.0,10800,NY_CLOSE
1175,180,0.0,10800,NY_CLOSE
1180,180,0.0,10800,NY_CLOSE
1185,180,0.0,10800,NY_CLOSE
1190,180,0.0,10800,NY_CLOSE
1195,180,0.0,10800,NY_CLOSE
1200,180,0.0,10800,NY_CLOSE
1205,180,0.0,10800,NY_CLOSE
1210,180,0.0,10800,NY_CLOSE
1215,180,0.0,10800,NY_CLOSE
1220,180,0.0,10800,NY_CLOSE
1225,180,0.0,10800,NY_CLOSE
1230,180,0.0,10800,NY_CLOSE
1235,180,0.0,10800,NY_CLOSE
1240,180,0.0,10800,NY_CLOSE
1245,180,0.0,10800,NY_CLOSE
1250,180,0.0,10800,NY_CLOSE
1255,180,0.0,10800,NY_CLOSE
1260,180,0.0,10800,NY_CLOSE
1265,180,0.0,10800,NY_CLOSE
1270,180,0.0,10800,NY_CLOSE
1275,180,0.0,10800,NY_CLOSE
1280,180,0.0,10800,NY_CLOSE
1285,180,0.0,10800,NY_CLOSE
1290,180,0.0,10800,NY_CLOSE
1295,180,0.0,10800,NY_CLOSE
1300,180,0.0,10800,NY_CLOSE
1305,180,0.0,10800,NY_CLOSE
1310,180,0.0,10800,NY_CLOSE
1315,180,0.0,10800,NY_CLOSE
1320,180,0.0,10800,NY_CLOSE
1325,180,0.0,10800,NY_CLOSE
1330,180,0.0,10800,NY_CLOSE
1335,180,0.0,10800,NY_CLOSE
1340,180,0.0,10800,NY_CLOSE
1345,180,0.0,10800,NY_CLOSE
1350,180,0.0,10800,NY_CLOSE
1355,180,0.0,10800,NY_CLOSE
1360,180,0.0,10800,NY_CLOSE
1365,180,0.0,10800,NY_CLOSE
1370,180,0.0,10800,NY_CLOSE
1375,180,0.0,10800,NY_CLOSE
1380,180,0.0,10800,NY_CLOSE
1385,180,0.0,10800,NY_CLOSE
1390,180,0.0,10800,NY_CLOSE
1395,180,0.0,10800,NY_CLOSE
1400,180,0.0,10800,NY_CLOSE
1405,180,0.0,10800,NY_CLOSE
1410,180,0.0,10800,NY_CLOSE
1415,180,0.0,10800,NY_CLOSE
1420,180,0.0,10800,NY_CLOSE
1425,180,0.0,10800,NY_CLOSE
1430,180,0.0,10800,NY_CLOSE
1435,180,0.0,10800,NY_CLOSE
1440,180,0.0,10800,NY_CLOSE
1445,180,0.0,10800,NY_CLOSE
1450,180,0.0,10800,NY_CLOSE
1455,180,0.0,10800,NY_CLOSE
1460,180,0.0,10800,NY_CLOSE
1465,180,0.0,10800,NY_CLOSE
1470,180,0.0,10800,NY_CLOSE
1475,180,0.0,10800,NY_CLOSE
1480,180,0.0,10800,NY_CLOSE
1485,180,0.0,10800,NY_CLOSE
1490,180,0.0,10800,NY_CLOSE
1495,180,0.0,10800,NY_CLOSE
1500,180,0.0,10800,NY_CLOSE
1505,180,0.0,10800,NY_CLOSE
1510,180,0.0,10800,NY_CLOSE
1515,180,0.0,10800,NY_CLOSE
1520,180,0.0,10800,NY_CLOSE
1525,180,0.0,10800,NY_CLOSE
1530,180,0.0,10800,NY_CLOSE
1535,180,0.0,10800,NY_CLOSE
1540,180,0.0,10800,NY_CLOSE
1545,180,0.0,10800,NY_CLOSE
1550,180,0.0,10800,NY_CLOSE
1555,180,0.0,10800,NY_CLOSE
1560,180,0.0,10800,NY_CLOSE
1565,180,0.0,10800,NY_CLOSE
1570,180,0.0,10800,NY_CLOSE
1575,180,0.0,10800,NY_CLOSE
1580,180,0.0,10800,NY_CLOSE
1585,180,0.0,10800,NY_CLOSE
1590,180,0.0,10800,NY_CLOSE
1595,180,0.0,10800,NY_CLOSE
1600,180,0.0,10800,NY_CLOSE
1605,180,0.0,10800,NY_CLOSE
1610,180,0.0,10800,NY_CLOSE
1615,180,0.0,10800,NY_CLOSE
1620,180,0.0,10800,NY_CLOSE
1625,180,0.0,10800,NY_CLOSE
1630,180,0.0,10800,NY_CLOSE
1635,180,0.0,10800,NY_CLOSE
1640,180,0.0,10800,NY_CLOSE
1645,180,0.0,10800,NY_CLOSE
1650,180,0.0,10800,NY_CLOSE
1655,180,0.0,10800,NY_CLOSE
1660,180,0.0,10800,NY_CLOSE
1665,180,0.0,10800,NY_CLOSE
1670,180,0.0,10800,NY_CLOSE
1675,180,0.0,10800,NY_CLOSE
1680,180,0.0,10800,NY_CLOSE
1685,180,0.0,10800,NY_CLOSE
1690,180,0.0,10800,NY_CLOSE
1695,180,0.0,10800,NY_CLOSE
1700,180,0.0,10800,NY_CLOSE
1705,180,0.0,10800,NY_CLOSE
1710,180,0.0,10800,NY_CLOSE
1715,180,0.0,10800,NY_CLOSE
1720,180,0.0,10800,NY_CLOSE
1725,180,0.0,10800,NY_CLOSE
1730,180,0.0,10800,NY_CLOSE
1735,180,0.0,10800,NY_CLOSE
1740,180,0.0,10800,NY_CLOSE
1745,180,0.0,10800,NY_CLOSE
1750,180,0.0,10800,NY_CLOSE
1755,180,0.0,10800,NY_CLOSE
1760,180,0.0,10800,NY_CLOSE
1765,180,0.0,10800,NY_CLOSE
1770,180,0.0,10800,NY_CLOSE
1775,180,0.0,10800,NY_CLOSE
1780,180,0.0,10800,NY_CLOSE
1785,180,0.0,10800,NY_CLOSE
1790,180,0.0,10800,NY_CLOSE
1795,180,0.0,10800,NY_CLOSE
1800,180,0.0,10800,NY_CLOSE
1805,180,0.0,10800,NY_CLOSE
1810,180,0.0,10800,NY_CLOSE
1815,180,0.0,10800,NY_CLOSE
1820,180,0.0,10800,NY_CLOSE
1825,180,0.0,10800,NY_CLOSE
1830,180,0.0,10800,NY_CLOSE
1835,180,0.0,10800,NY_CLOSE
1840,180,0.0,10800,NY_CLOSE
1845,180,0.0,10800,NY_CLOSE
1850,180,0.0,10800,NY_CLOSE
1855,180,0.0,10800,NY_CLOSE
1860,180,0.0,10800,NY_CLOSE
1865,180,0.0,10800,NY_CLOSE
1870,180,0.0,10800,NY_CLOSE
1875,180,0.0,10800,NY_CLOSE
1880,180,0.0,10800,NY_CLOSE
1885,180,0.0,10800,NY_CLOSE
1890,180,0.0,10800,NY_CLOSE
1895,180,0.0,10800,NY_CLOSE
1900,180,0.0,10800,NY_CLOSE
1905,180,0.0,10800,NY_CLOSE
1910,180,0.0,10800,NY_CLOSE
1915,180,0.0,10800,NY_CLOSE
1920,180,0.0,10800,NY_CLOSE
1925,180,0.0,10800,NY_CLOSE
1930,180,0.0,10800,NY_CLOSE
1935,180,0.0,10800,NY_CLOSE
1940,180,0.0,10800,NY_CLOSE
1945,180,0.0,10800,NY_CLOSE
1950,180,0.0,10800,NY_CLOSE
1955,180,0.0,10800,NY_CLOSE
1960,180,0.0,10800,NY_CLOSE
1965,180,0.0,10800,NY_CLOSE
1970,180,0.0,10800,NY_CLOSE
1975,180,0.0,10800,NY_CLOSE
1980,180,0.0,10800,NY_CLOSE
1985,180,0.0,10800,NY_CLOSE
1990,180,0.0,10800,NY_CLOSE
1995,180,0.0,10800,NY_CLOSE
2000,180,0.0,10800,NY_CLOSE
50,180,0.995741,10800,NY_OPEN
55,180,0.990648,10800,NY_OPEN
60,180,0.9825,10800,NY_OPEN
65,180,0.972963,10800,NY_OPEN
70,180,0.957315,10800,NY_OPEN
75,180,0.939722,10800,NY_OPEN
80,180,0.917685,10800,NY_OPEN
85,180,0.894537,10800,NY_OPEN
90,180,0.8675,10800,NY_OPEN
95,180,0.841204,10800,NY_OPEN
100,180,0.814352,10800,NY_OPEN
105,180,0.78537,10800,NY_OPEN
110,180,0.757407,10800,NY_OPEN
115,180,0.723611,10800,NY_OPEN
120,180,0.691667,10800,NY_OPEN
125,180,0.661852,10800,NY_OPEN
130,180,0.631296,10800,NY_OPEN
135,180,0.599352,10800,NY_OPEN
140,180,0.568426,10800,NY_OPEN
145,180,0.5425,10800,NY_OPEN
150,180,0.516296,10800,NY_OPEN
155,180,0.489444,10800,NY_OPEN
160,180,0.464722,10800,NY_OPEN
165,180,0.44,10800,NY_OPEN
170,180,0.414907,10800,NY_OPEN
175,180,0.391667,10800,NY_OPEN
180,180,0.37,10800,NY_OPEN
185,180,0.348796,10800,NY_OPEN
190,180,0.324907,10800,NY_OPEN
195,180,0.306574,10800,NY_OPEN
200,180,0.287963,10800,NY_OPEN
205,180,0.270093,10800,NY_OPEN
210,180,0.251481,10800,NY_OPEN
215,180,0.237407,10800,NY_OPEN
220,180,0.2225,10800,NY_OPEN
225,180,0.209537,10800,NY_OPEN
230,180,0.194167,10800,NY_OPEN
235,180,0.182315,10800,NY_OPEN
240,180,0.171111,10800,NY_OPEN
245,180,0.159167,10800,NY_OPEN
250,180,0.148241,10800,NY_OPEN
255,180,0.137407,10800,NY_OPEN
260,180,0.128426,10800,NY_OPEN
265,180,0.120463,10800,NY_OPEN
270,180,0.112222,10800,NY_OPEN
275,180,0.104352,10800,NY_OPEN
280,180,0.097037,10800,NY_OPEN
285,180,0.089722,10800,NY_OPEN
290,180,0.084074,10800,NY_OPEN
295,180,0.078426,10800,NY_OPEN
300,180,0.072778,10800,NY_OPEN
305,180,0.067593,10800,NY_OPEN
310,180,0.063241,10800,NY_OPEN
315,180,0.058611,10800,NY_OPEN
320,180,0.054815,10800,NY_OPEN
325,180,0.05,10800,NY_OPEN
330,180,0.046204,10800,NY_OPEN
335,180,0.042963,10800,NY_OPEN
340,180,0.040463,10800,NY_OPEN
345,180,0.038056,10800,NY_OPEN
350,180,0.034907,10800,NY_OPEN
355,180,0.031759,10800,NY_OPEN
360,180,0.029352,10800,NY_OPEN
365,180,0.027407,10800,NY_OPEN
370,180,0.025556,10800,NY_OPEN
375,180,0.023426,10800,NY_OPEN
380,180,0.022037,10800,NY_OPEN
385,180,0.020278,10800,NY_OPEN
390,180,0.019259,10800,NY_OPEN
395,180,0.017963,10800,NY_OPEN
400,180,0.016667,10800,NY_OPEN
405,180,0.015463,10800,NY_OPEN
410,180,0.014167,10800,NY_OPEN
415,180,0.012963,10800,NY_OPEN
420,180,0.012222,10800,NY_OPEN
425,180,0.011111,10800,NY_OPEN
430,180,0.009815,10800,NY_OPEN
435,180,0.008796,10800,NY_OPEN
440,180,0.008333,10800,NY_OPEN
445,180,0.007315,10800,NY_OPEN
450,180,0.006667,10800,NY_OPEN
455,180,0.006111,10800,NY_OPEN
460,180,0.00537,10800,NY_OPEN
465,180,0.005185,10800,NY_OPEN
470,180,0.005,10800,NY_OPEN
475,180,0.004444,10800,NY_OPEN
480,180,0.004074,10800,NY_OPEN
485,180,0.003704,10800,NY_OPEN
490,180,0.003426,10800,NY_OPEN
495,180,0.003148,10800,NY_OPEN
500,180,0.002963,10800,NY_OPEN
505,180,0.00287,10800,NY_OPEN
510,180,0.002685,10800,NY_OPEN
515,180,0.002315,10800,NY_OPEN
520,180,0.002222,10800,NY_OPEN
525,180,0.002037,10800,NY_OPEN
530,180,0.002037,10800,NY_OPEN
535,180,0.001944,10800,NY_OPEN
540,180,0.001852,10800,NY_OPEN
545,180,0.001667,10800,NY_OPEN
550,180,0.001667,10800,NY_OPEN
555,180,0.001574,10800,NY_OPEN
560,180,0.001481,10800,NY_OPEN
565,180,0.001481,10800,NY_OPEN
570,180,0.001389,10800,NY_OPEN
575,180,0.001389,10800,NY_OPEN
580,180,0.001204,10800,NY_OPEN
585,180,0.001019,10800,NY_OPEN
590,180,0.001019,10800,NY_OPEN
595,180,0.001019,10800,NY_OPEN
600,180,0.000833,10800,NY_OPEN
605,180,0.000648,10800,NY_OPEN
610,180,0.000556,10800,NY_OPEN
615,180,0.000463,10800,NY_OPEN
620,180,0.00037,10800,NY_OPEN
625,180,0.000278,10800,NY_OPEN
630,180,0.000278,10800,NY_OPEN
635,180,0.000185,10800,NY_OPEN
640,180,9.3e-05,10800,NY_OPEN
645,180,9.3e-05,10800,NY_OPEN
650,180,9.3e-05,10800,NY_OPEN
655,180,9.3e-05,10800,NY_OPEN
660,180,9.3e-05,10800,NY_OPEN
665,180,9.3e-05,10800,NY_OPEN
670,180,0.0,10800,NY_OPEN
675,180,0.0,10800,NY_OPEN
680,180,0.0,10800,NY_OPEN
685,180,0.0,10800,NY_OPEN
690,180,0.0,10800,NY_OPEN
695,180,0.0,10800,NY_OPEN
700,180,0.0,10800,NY_OPEN
705,180,0.0,10800,NY_OPEN
710,180,0.0,10800,NY_OPEN
715,180,0.0,10800,NY_OPEN
720,180,0.0,10800,NY_OPEN
725,180,0.0,10800,NY_OPEN
730,180,0.0,10800,NY_OPEN
735,180,0.0,10800,NY_OPEN
740,180,0.0,10800,NY_OPEN
745,180,0.0,10800,NY_OPEN
750,180,0.0,10800,NY_OPEN
755,180,0.0,10800,NY_OPEN
760,180,0.0,10800,NY_OPEN
765,180,0.0,10800,NY_OPEN
770,180,0.0,10800,NY_OPEN
775,180,0.0,10800,NY_OPEN
780,180,0.0,10800,NY_OPEN
785,180,0.0,10800,NY_OPEN
790,180,0.0,10800,NY_OPEN
795,180,0.0,10800,NY_OPEN
800,180,0.0,10800,NY_OPEN
805,180,0.0,10800,NY_OPEN
810,180,0.0,10800,NY_OPEN
815,180,0.0,10800,NY_OPEN
820,180,0.0,10800,NY_OPEN
825,180,0.0,10800,NY_OPEN
830,180,0.0,10800,NY_OPEN
835,180,0.0,10800,NY_OPEN
840,180,0.0,10800,NY_OPEN
845,180,0.0,10800,NY_OPEN
850,180,0.0,10800,NY_OPEN
855,180,0.0,10800,NY_OPEN
860,180,0.0,10800,NY_OPEN
865,180,0.0,10800,NY_OPEN
870,180,0.0,10800,NY_OPEN
875,180,0.0,10800,NY_OPEN
880,180,0.0,10800,NY_OPEN
885,180,0.0,10800,NY_OPEN
890,180,0.0,10800,NY_OPEN
895,180,0.0,10800,NY_OPEN
900,180,0.0,10800,NY_OPEN
905,180,0.0,10800,NY_OPEN
910,180,0.0,10800,NY_OPEN
915,180,0.0,10800,NY_OPEN
920,180,0.0,10800,NY_OPEN
925,180,0.0,10800,NY_OPEN
930,180,0.0,10800,NY_OPEN
935,180,0.0,10800,NY_OPEN
940,180,0.0,10800,NY_OPEN
945,180,0.0,10800,NY_OPEN
950,180,0.0,10800,NY_OPEN
955,180,0.0,10800,NY_OPEN
960,180,0.0,10800,NY_OPEN
965,180,0.0,10800,NY_OPEN
970,180,0.0,10800,NY_OPEN
975,180,0.0,10800,NY_OPEN
980,180,0.0,10800,NY_OPEN
985,180,0.0,10800,NY_OPEN
990,180,0.0,10800,NY_OPEN
995,180,0.0,10800,NY_OPEN
1000,180,0.0,10800,NY_OPEN
1005,180,0.0,10800,NY_OPEN
1010,180,0.0,10800,NY_OPEN
1015,180,0.0,10800,NY_OPEN
1020,180,0.0,10800,NY_OPEN
1025,180,0.0,10800,NY_OPEN
1030,180,0.0,10800,NY_OPEN
1035,180,0.0,10800,NY_OPEN
1040,180,0.0,10800,NY_OPEN
1045,180,0.0,10800,NY_OPEN
1050,180,0.0,10800,NY_OPEN
1055,180,0.0,10800,NY_OPEN
1060,180,0.0,10800,NY_OPEN
1065,180,0.0,10800,NY_OPEN
1070,180,0.0,10800,NY_OPEN
1075,180,0.0,10800,NY_OPEN
1080,180,0.0,10800,NY_OPEN
1085,180,0.0,10800,NY_OPEN
1090,180,0.0,10800,NY_OPEN
1095,180,0.0,10800,NY_OPEN
1100,180,0.0,10800,NY_OPEN
1105,180,0.0,10800,NY_OPEN
1110,180,0.0,10800,NY_OPEN
1115,180,0.0,10800,NY_OPEN
1120,180,0.0,10800,NY_OPEN
1125,180,0.0,10800,NY_OPEN
1130,180,0.0,10800,NY_OPEN
1135,180,0.0,10800,NY_OPEN
1140,180,0.0,10800,NY_OPEN
1145,180,0.0,10800,NY_OPEN
1150,180,0.0,10800,NY_OPEN
1155,180,0.0,10800,NY_OPEN
1160,180,0.0,10800,NY_OPEN
1165,180,0.0,10800,NY_OPEN
1170,180,0.0,10800,NY_OPEN
1175,180,0.0,10800,NY_OPEN
1180,180,0.0,10800,NY_OPEN
1185,180,0.0,10800,NY_OPEN
1190,180,0.0,10800,NY_OPEN
1195,180,0.0,10800,NY_OPEN
1200,180,0.0,10800,NY_OPEN
1205,180,0.0,10800,NY_OPEN
1210,180,0.0,10800,NY_OPEN
1215,180,0.0,10800,NY_OPEN
1220,180,0.0,10800,NY_OPEN
1225,180,0.0,10800,NY_OPEN
1230,180,0.0,10800,NY_OPEN
1235,180,0.0,10800,NY_OPEN
1240,180,0.0,10800,NY_OPEN
1245,180,0.0,10800,NY_OPEN
1250,180,0.0,10800,NY_OPEN
1255,180,0.0,10800,NY_OPEN
1260,180,0.0,10800,NY_OPEN
1265,180,0.0,10800,NY_OPEN
1270,180,0.0,10800,NY_OPEN
1275,180,0.0,10800,NY_OPEN
1280,180,0.0,10800,NY_OPEN
1285,180,0.0,10800,NY_OPEN
1290,180,0.0,10800,NY_OPEN
1295,180,0.0,10800,NY_OPEN
1300,180,0.0,10800,NY_OPEN
1305,180,0.0,10800,NY_OPEN
1310,180,0.0,10800,NY_OPEN
1315,180,0.0,10800,NY_OPEN
1320,180,0.0,10800,NY_OPEN
1325,180,0.0,10800,NY_OPEN
1330,180,0.0,10800,NY_OPEN
1335,180,0.0,10800,NY_OPEN
1340,180,0.0,10800,NY_OPEN
1345,180,0.0,10800,NY_OPEN
1350,180,0.0,10800,NY_OPEN
1355,180,0.0,10800,NY_OPEN
1360,180,0.0,10800,NY_OPEN
1365,180,0.0,10800,NY_OPEN
1370,180,0.0,10800,NY_OPEN
1375,180,0.0,10800,NY_OPEN
1380,180,0.0,10800,NY_OPEN
1385,180,0.0,10800,NY_OPEN
1390,180,0.0,10800,NY_OPEN
1395,180,0.0,10800,NY_OPEN
1400,180,0.0,10800,NY_OPEN
1405,180,0.0,10800,NY_OPEN
1410,180,0.0,10800,NY_OPEN
1415,180,0.0,10800,NY_OPEN
1420,180,0.0,10800,NY_OPEN
1425,180,0.0,10800,NY_OPEN
1430,180,0.0,10800,NY_OPEN
1435,180,0.0,10800,NY_OPEN
1440,180,0.0,10800,NY_OPEN
1445,180,0.0,10800,NY_OPEN
1450,180,0.0,10800,NY_OPEN
1455,180,0.0,10800,NY_OPEN
1460,180,0.0,10800,NY_OPEN
1465,180,0.0,10800,NY_OPEN
1470,180,0.0,10800,NY_OPEN
1475,180,0.0,10800,NY_OPEN
1480,180,0.0,10800,NY_OPEN
1485,180,0.0,10800,NY_OPEN
1490,180,0.0,10800,NY_OPEN
1495,180,0.0,10800,NY_OPEN
1500,180,0.0,10800,NY_OPEN
1505,180,0.0,10800,NY_OPEN
1510,180,0.0,10800,NY_OPEN
1515,180,0.0,10800,NY_OPEN
1520,180,0.0,10800,NY_OPEN
1525,180,0.0,10800,NY_OPEN
1530,180,0.0,10800,NY_OPEN
1535,180,0.0,10800,NY_OPEN
1540,180,0.0,10800,NY_OPEN
1545,180,0.0,10800,NY_OPEN
1550,180,0.0,10800,NY_OPEN
1555,180,0.0,10800,NY_OPEN
1560,180,0.0,10800,NY_OPEN
1565,180,0.0,10800,NY_OPEN
1570,180,0.0,10800,NY_OPEN
1575,180,0.0,10800,NY_OPEN
1580,180,0.0,10800,NY_OPEN
1585,180,0.0,10800,NY_OPEN
1590,180,0.0,10800,NY_OPEN
1595,180,0.0,10800,NY_OPEN
1600,180,0.0,10800,NY_OPEN
1605,180,0.0,10800,NY_OPEN
1610,180,0.0,10800,NY_OPEN
1615,180,0.0,10800,NY_OPEN
1620,180,0.0,10800,NY_OPEN
1625,180,0.0,10800,NY_OPEN
1630,180,0.0,10800,NY_OPEN
1635,180,0.0,10800,NY_OPEN
1640,180,0.0,10800,NY_OPEN
1645,180,0.0,10800,NY_OPEN
1650,180,0.0,10800,NY_OPEN
1655,180,0.0,10800,NY_OPEN
1660,180,0.0,10800,NY_OPEN
1665,180,0.0,10800,NY_OPEN
1670,180,0.0,10800,NY_OPEN
1675,180,0.0,10800,NY_OPEN
1680,180,0.0,10800,NY_OPEN
1685,180,0.0,10800,NY_OPEN
1690,180,0.0,10800,NY_OPEN
1695,180,0.0,10800,NY_OPEN
1700,180,0.0,10800,NY_OPEN
1705,180,0.0,10800,NY_OPEN
1710,180,0.0,10800,NY_OPEN
1715,180,0.0,10800,NY_OPEN
1720,180,0.0,10800,NY_OPEN
1725,180,0.0,10800,NY_OPEN
1730,180,0.0,10800,NY_OPEN
1735,180,0.0,10800,NY_OPEN
1740,180,0.0,10800,NY_OPEN
1745,180,0.0,10800,NY_OPEN
1750,180,0.0,10800,NY_OPEN
1755,180,0.0,10800,NY_OPEN
1760,180,0.0,10800,NY_OPEN
1765,180,0.0,10800,NY_OPEN
1770,180,0.0,10800,NY_OPEN
1775,180,0.0,10800,NY_OPEN
1780,180,0.0,10800,NY_OPEN
1785,180,0.0,10800,NY_OPEN
1790,180,0.0,10800,NY_OPEN
1795,180,0.0,10800,NY_OPEN
1800,180,0.0,10800,NY_OPEN
1805,180,0.0,10800,NY_OPEN
1810,180,0.0,10800,NY_OPEN
1815,180,0.0,10800,NY_OPEN
1820,180,0.0,10800,NY_OPEN
1825,180,0.0,10800,NY_OPEN
1830,180,0.0,10800,NY_OPEN
1835,180,0.0,10800,NY_OPEN
1840,180,0.0,10800,NY_OPEN
1845,180,0.0,10800,NY_OPEN
1850,180,0.0,10800,NY_OPEN
1855,180,0.0,10800,NY_OPEN
1860,180,0.0,10800,NY_OPEN
1865,180,0.0,10800,NY_OPEN
1870,180,0.0,10800,NY_OPEN
1875,180,0.0,10800,NY_OPEN
1880,180,0.0,10800,NY_OPEN
1885,180,0.0,10800,NY_OPEN
1890,180,0.0,10800,NY_OPEN
1895,180,0.0,10800,NY_OPEN
1900,180,0.0,10800,NY_OPEN
1905,180,0.0,10800,NY_OPEN
1910,180,0.0,10800,NY_OPEN
1915,180,0.0,10800,NY_OPEN
1920,180,0.0,10800,NY_OPEN
1925,180,0.0,10800,NY_OPEN
1930,180,0.0,10800,NY_OPEN
1935,180,0.0,10800,NY_OPEN
1940,180,0.0,10800,NY_OPEN
1945,180,0.0,10800,NY_OPEN
1950,180,0.0,10800,NY_OPEN
1955,180,0.0,10800,NY_OPEN
1960,180,0.0,10800,NY_OPEN
1965,180,0.0,10800,NY_OPEN
1970,180,0.0,10800,NY_OPEN
1975,180,0.0,10800,NY_OPEN
1980,180,0.0,10800,NY_OPEN
1985,180,0.0,10800,NY_OPEN
1990,180,0.0,10800,NY_OPEN
1995,180,0.0,10800,NY_OPEN
2000,180,0.0,10800,NY_OPEN
50,180,0.977528,16020,NY_PRE
55,180,0.961798,16020,NY_PRE
60,180,0.941698,16020,NY_PRE
65,180,0.914794,16020,NY_PRE
70,180,0.884332,16020,NY_PRE
75,180,0.851248,16020,NY_PRE
80,180,0.81623,16020,NY_PRE
85,180,0.782272,16020,NY_PRE
90,180,0.743196,16020,NY_PRE
95,180,0.703558,16020,NY_PRE
100,180,0.665418,16020,NY_PRE
105,180,0.630025,16020,NY_PRE
110,180,0.593009,16020,NY_PRE
115,180,0.556429,16020,NY_PRE
120,180,0.522659,16020,NY_PRE
125,180,0.490949,16020,NY_PRE
130,180,0.457428,16020,NY_PRE
135,180,0.425281,16020,NY_PRE
140,180,0.396816,16020,NY_PRE
145,180,0.368414,16020,NY_PRE
150,180,0.344007,16020,NY_PRE
155,180,0.321598,16020,NY_PRE
160,180,0.299875,16020,NY_PRE
165,180,0.278027,16020,NY_PRE
170,180,0.256617,16020,NY_PRE
175,180,0.238951,16020,NY_PRE
180,180,0.220911,16020,NY_PRE
185,180,0.20412,16020,NY_PRE
190,180,0.187203,16020,NY_PRE
